,Date,Data,0.5
2544,2023-10-02,1840.1,
2545,2023-10-09,1890.28,
2546,2023-10-16,1962.64,
2547,2023-10-23,1992.94,
2548,2023-10-30,1996.02,
2549,2023-11-06,1965.48,
2550,2023-11-13,1970.6,
2551,2023-11-20,1994.425,
2552,2023-11-27,2057.32,
2553,2023-12-04,2037.46,
2554,2023-12-11,2012.96,
2555,2023-12-18,2052.14,
2556,2023-12-25,2079.55,
2557,2024-01-01,2054.0,
2558,2024-01-08,2033.02,
2559,2024-01-15,2021.9,
2560,2024-01-22,2019.82,
2561,2024-01-29,2057.54,
2562,2024-02-05,2046.52,
2563,2024-02-12,2016.7,
2564,2024-02-19,2038.55,
2565,2024-02-26,2055.22,
2566,2024-03-04,2155.42,
2567,2024-03-11,2172.9,
2568,2024-03-18,2165.94,
2569,2024-03-25,2206.675,
2570,2024-04-01,2301.56,
2571,2024-04-08,2361.72,
2572,2024-04-15,2398.2,
2573,2024-04-22,2343.32,
2574,2024-04-29,2317.96,
2575,2024-05-06,2338.6,
2576,2024-05-13,2380.14,
2577,2024-05-20,2385.8,
2578,2024-05-27,2346.6,
2579,2024-06-03,2361.62,
2580,2024-06-10,2335.1,
2581,2024-06-17,2344.025,
2582,2024-06-24,2332.92,
2583,2024-07-01,2359.85,
2584,2024-07-08,2390.74,
2585,2024-07-15,2442.42,
2586,2024-07-22,2390.44,
2587,2024-07-29,2460.2,
2588,2024-08-05,2449.02,
2589,2024-08-12,2504.34,
2590,2024-08-19,2540.48,
2591,2024-08-26,2546.76,
2592,2024-09-02,2529.175,
2593,2024-09-09,2561.9,
2594,2024-09-16,2612.14,
2595,2024-09-23,2675.44,
2596,2024-09-30,2673.28,
2597,2024-10-07,2648.6,
2598,2024-10-14,2694.66,
2599,2024-10-21,2746.32,
2600,2024-10-28,2767.26,
2601,2024-11-04,2714.56,
2602,2024-11-11,2590.7,
2603,2024-11-18,2643.05,
0,2024-11-25,,2642.4036999908685
1,2024-12-02,,2653.1934453024865
2,2024-12-09,,2666.153817619324
3,2024-12-16,,2678.318680400491
4,2024-12-23,,2692.3984146556854
5,2024-12-30,,2703.3714252804516
6,2025-01-06,,2717.6589020652773
7,2025-01-13,,2730.57722377944
8,2025-01-20,,2745.7455665471552
9,2025-01-27,,2756.9125120409726
10,2025-02-03,,2773.243208781123
11,2025-02-10,,2788.55998390007
12,2025-02-17,,2801.9283098249434
13,2025-02-24,,2818.927736671805
14,2025-03-03,,2836.6118979592325
15,2025-03-10,,2850.893726155639
16,2025-03-17,,2869.5710975733996
17,2025-03-24,,2884.976053433776
18,2025-03-31,,2902.9486065410374
19,2025-04-07,,2920.7043166151047
20,2025-04-14,,2937.128528874636
21,2025-04-21,,2955.80401742959
22,2025-04-28,,2969.317951411486
23,2025-05-05,,2985.111718441367
24,2025-05-12,,3001.5381273741723
25,2025-05-19,,3014.592956641793
26,2025-05-26,,3031.4856879296303
27,2025-06-02,,3048.4367879644633
28,2025-06-09,,3063.1020925524235
29,2025-06-16,,3080.5775698788166
